latlon,planning_area_id
52.5623533_13.4533327,03500932
52.60731905_13.416140568070292,03200308
52.59263115_13.379792128153262,03400618
52.6041512_13.4178461,03200308
52.60435935_13.438051118289428,03200309
52.5894309_13.3603827,03400619
52.5839758_13.3904443,03200205
52.598178_13.3821743,03400618
52.6263549_13.4936361,03100103
52.5642345_13.4004982,03400721
52.5687056_13.3979616,03400721
52.5876012_13.4026509,03200207
52.58116525_13.41650107305452,03400725
52.63045995_13.50311061857263,03100103
52.5778245_13.4172831,03400724
52.5682259_13.4192523,03400830
52.5706797_13.4007864,03400722
52.5716322_13.405556,03400722
52.6283029_13.4986834,03100103
52.609866100000005_13.42240810540394,03200310
52.560197_13.4064156,03400826
52.6083015_13.4192159,03200310
52.6051632_13.4255598,03200310
52.580236_13.4269848,03400724
52.5595816_13.4193553,03400827
52.5875856_13.3639867,03400619
52.5816163_13.3979718,03200206
52.5702134_13.408827,03400723
52.6063098_13.4305088,03200310
52.56458665_13.39629871089711,03400721
52.5742268_13.3995056,03200206
52.55732695_13.425612322145486,03400828
52.6123773_13.425424550007634,03200310
52.5846844_13.4254936,03400725
52.6320056_13.4920974,03100103
52.590667_13.3662925,03400619
52.5821867_13.3889624,03200206
52.556362_13.420836,03400827
52.5639366_13.4209575,03400830
52.6284321_13.3875699,03200204
52.5538711_13.4283347,03400828
52.5713114_13.4100705,03400724
52.6123403_13.4300537,03200310
52.5676443_13.405890578420768,03400723
52.566539_13.4046028,03400721
52.5822167_13.4032203,03200206
52.577232_13.3950495,03200206
52.5852783_13.3748616,03400619
52.5651838_13.4041355,03400721
52.6069588_13.4217769,03200310
52.5591905_13.4095845,03400826
52.6167883_13.4915107,03300411
52.5722702_13.4095702,03400724
52.5655565_13.4057386,03400721
52.6010903_13.42967,03200308
52.5668016_13.3960347,03400721
52.5637421_13.3958688,03400721
52.5623241_13.4232461,03400829
52.560291_13.4213962,03400829
52.5870016_13.402155,03200207
52.5832875_13.4027604,03200206
52.581601500000005_13.41884655550562,03400725
52.5920046_13.404553630592977,03200207
52.5600007_13.4157857,03400829
52.5893401_13.4078536,03200207
52.6100087_13.4950408,03300413
52.5656063_13.3972956,03400721
52.617912_13.3882777,03200204
52.56262185_13.408446603526352,03400826
52.5669499_13.4076784,03400723
52.620652_13.3982181,03200204
52.587048_13.404482,03200207
52.5775617_13.4010234,03200206
52.5711422_13.412447325946328,03400723
52.5768556_13.4004049,03200206
52.5688685_13.397285,03400721
52.5729977_13.4111627,03400724
52.58451665_13.363969786753398,03400619
52.5697549_13.42617427695846,03400830
52.5689664_13.4103592,03400723
52.56388525_13.396329959411492,03400721
52.5608856_13.4260875,03400829
52.5875854_13.3970837,03200205
52.5549411_13.4224116,03400827
52.5875206_13.4014825,03200205
52.57701635_13.401015648516251,03200206
52.5817617_13.4057606,03200207
52.65176135_13.48935495,03100101
52.5724404_13.4163471,03400723
52.5700065_13.411722,03400723
52.5671746_13.398009774606784,03400721
52.5778444_13.3958677,03200206
52.5758267_13.3990033,03200206
52.576717_13.4182792,03400724
52.5804004_13.3953346,03200206
52.5976276_13.4329941,03200308
52.5617182_13.3985411,03400721
52.5613195_13.4111928,03400826
52.5912691_13.4077194,03200207
52.6365702_13.492261700452804,03100103
52.5824339_13.4110353,03200207
52.63855015_13.490467842833658,03100101
52.5543774_13.4182961,03400827
52.5520617_13.4286976,03400828
52.571827_13.4082211,03400722
52.5665502_13.4143487,03400830
52.5909025_13.4074833,03200207
52.5531568_13.428143,03400828
52.6372254_13.492737193995506,03100101
52.5857672_13.4023149,03200205
52.567004_13.3963974,03400721
52.5696647_13.4009547,03400722
52.5708039_13.3989799,03400722
52.5675498_13.405444062123356,03400723
52.5717446_13.4088627,03400724
52.6048631_13.4321074,03200310
52.5889832_13.40928529926926,03200207
52.5798988_13.4043902,03200206
52.5877579_13.3580871,03400619
52.5842566_13.402586,03200206
52.5715071_13.410791,03400724
52.5756292_13.3982016,03200206
52.5623205_13.4026183,03400721
52.5670451_13.40201775471044,03400721
52.584738_13.3658121,03400619
52.6244633_13.496377,03100103
52.595976_13.4333039,03200309
52.569497850000005_13.410339208474191,03400723
52.5849598_13.4284864,03400725
52.5830476_13.4072989,03200207
52.553125_13.4284209,03400828
52.5862574_13.3987752,03200205
52.6152762_13.453637494963612,03100101
52.5848399_13.4069916,03200207
52.5877011_13.3612349,03400619
52.6291546_13.5066087,03100102
52.5866813_13.3583094,03400619
52.5778704_13.4016472,03200206
52.5833255_13.3662883,03400620
52.6417076_13.487112,03100101
52.5856115_13.371994,03400619
52.5867011_13.3681743,03400619
52.5865859_13.3674233,03400619
52.583467_13.41624591714831,03400725
52.5809286_13.3778189,03400619
52.5641235_13.4266015,03400829
52.5614026_13.4260124,03400829
52.5852585_13.4024315,03200206
52.56503775_13.405368012254408,03400721
52.5863764_13.4064089,03200207
52.5690832_13.399649,03400721
52.57329025_13.40224135961538,03400722
52.5719_13.4036168,03400722
52.612036_13.4307185,03200310
52.524483_13.3048633,04300518
52.5380635_13.2876166,04100101
52.5097989_13.260537274236846,04200310
52.5121544_13.2607941,04200310
52.5057363_13.289068158664255,04300415
52.5016783_13.3141561,04501041
52.5094543_13.319053224105923,04300624
52.51391505_13.307594152773676,04300621
52.5193739_13.2961901,04300412
52.5150299_13.2993809,04300414
52.51783565_13.27131370643312,04200308
52.5287795_13.30276657293076,04300517
52.50809434999999_13.303440474591222,04300623
52.5095884_13.2993342,04300416
52.51784555_13.263799981045745,04200308
52.5166885_13.3028173,04300621
52.53982345_13.300074247060936,04100102
52.5042821_13.287355410009582,04300415
52.5132519_13.2841015,04200311
52.5083223_13.313556421784076,04300623
52.4961859_13.2637225,04200207
52.5297752_13.2997022,04300517
52.5380318_13.2848633,04100101
52.5192587_13.310364162681743,04300619
52.51758815_13.291336916078537,04300413
52.5131569_13.2591357,04200309
52.5073808_13.2940055,04300416
52.5184219_13.307620999267526,04300619
52.5010166_13.30221,04500936
52.4957971_13.2661489,04200207
52.5109894_13.2835795,04200311
52.50448435_13.297570505743336,04300416
52.5094332_13.3002819,04300416
52.514197_13.2883377,04300413
52.51899665_13.315780201499514,04300619
52.518792000000005_13.3152879164812,04300619
52.5187045_13.2879579,04300413
52.5090627_13.3184954,04300624
52.5132734_13.2803746,04200311
52.5026286_13.262912010153888,04200207
52.5050965_13.2949993,04300416
52.5142723_13.2945081,04300413
52.5090827_13.3175528,04300624
52.51407_13.2896941,04300413
52.5134591_13.2930193,04300413
52.5136575_13.29463,04300413
52.5087063_13.2964745,04300416
52.51772275_13.294297799652846,04300413
52.5032792_13.293568,04300416
52.5107335_13.3135729,04300623
52.5099312_13.3072362,04300623
52.5051329_13.2994706,04300416
52.5020878_13.258966642352451,04200207
52.511020900000005_13.222345991740433,04200204
52.5392574_13.297983162719753,04100102
52.51802785_13.262416451771903,04200308
52.5175883_13.2488688,04200203
52.5178313_13.302525,04300621
52.5045015_13.2946226,04300416
52.52399320000001_13.301824842259409,04300517
52.50483535_13.316785307943814,04501041
52.5204789_13.3016925,04300619
52.509866_13.295233,04300416
52.5145917_13.3254421,04300622
52.5200855_13.3017446,04300619
52.5171904_13.3114225,04300619
52.5134932_13.2935674,04300413
52.5200758_13.3021362,04300619
52.5149467_13.2954921,04300413
52.50585315_13.28351982702335,04300415
52.5259127_13.310275,04300518
52.5096739_13.3010021,04300416
52.5463918_13.3181664,04100101
52.504798_13.3157938,04501041
52.5116234_13.2576536,04200309
52.52118025_13.286316542827608,04300412
52.5035339_13.2915823,04300416
52.50614695_13.248255453362509,04200206
52.52460235_13.25788767482282,04200308
52.5122156_13.2914779,04300414
52.5174326_13.276119551308394,04200308
52.5102002_13.243893181290174,04200205
52.51544765_13.242998750935442,04200203
52.5280869_13.2996173,04300517
52.5167787_13.3009495,04300621
52.515219_13.3006289,04300414
52.5038988_13.2909804,04300415
52.5156999_13.302937,04300621
52.5027565_13.299841666996922,04500936
52.5036957_13.3152908,04501041
52.5255288_13.3050256,04300518
52.5060365_13.2928746,04300415
52.525389_13.298929099529902,04300517
52.5145398_13.2881948,04300413
52.5014411_13.3036299,04500936
52.5077021_13.318948275852325,04300624
52.5035268_13.29226487268981,04300416
52.50933_13.288623631928932,04300415
52.5191309_13.2688341,04200308
52.5141289_13.3008105,04300414
52.515169_13.3346582,04300620
52.5244139_13.3137349,04300518
52.5125385_13.3118404,04300621
52.4753691_13.3200241,04400835
52.5244943_13.3090351,04300518
52.5202318_13.3016,04300619
52.5139197_13.2654807,04200310
52.5192219_13.2902771,04300412
52.515619_13.3031736,04300621
52.5134294_13.2696212,04200310
52.497781_13.2105647,04200207
52.5182235_13.2739826,04200308
52.5149151_13.2880941,04300413
52.4978583_13.2650205,04200207
52.5363663_13.2787596,04100101
52.5076969_13.3115781,04300623
52.5257866_13.3003081,04300517
52.5019888_13.259460882317075,04200207
52.52045515_13.276321480761933,04200308
52.5230093_13.3010547,04300517
52.5085472_13.236454810588423,04200205
52.5214705_13.3236068,04300620
52.5169579_13.29404422557406,04300413
52.5176343_13.2800133,04200311
52.5132446_13.3176727,04300622
52.5245109_13.3072381,04300518
52.5192555_13.2682933,04200308
52.5045405_13.3253743,04501041
52.5129253_13.3124965,04300621
52.5042639_13.2864153,04300415
52.5073749_13.3113557,04300623
52.525422500000005_13.308871678714508,04300518
52.519924_13.3196597,04300620
52.5153727_13.3064568,04300621
52.5215943_13.2884493,04300412
52.5243939_13.3096118,04300518
52.52332845_13.299010533508191,04300517
52.50996205_13.308172601462765,04300623
52.5431098_13.2855059,04100101
52.5150493_13.2875175,04300413
52.5108539_13.2908438,04300414
52.5140306_13.312254305826311,04300621
52.5086385_13.2958321,04300416
52.5287253_13.2970166,04300517
52.5193898_13.3082021,04300619
52.4745282_13.2852871,04400831
52.4944087_13.334072,04501152
52.4855314_13.3209581,04501150
52.4761647_13.314183684802217,04400835
52.48055305_13.326626230907202,04501151
52.4747851_13.3099686,04400834
52.4831202_13.2883044,04400727
52.4730768_13.2938662,04400832
52.49368885_13.283471126336902,04400726
52.4996437_13.3335537,04501045
52.4937896_13.308515876408642,04500939
52.4961042_13.3037686,04500939
52.4766851_13.3188382,04400835
52.4851401_13.323807619335795,04501150
52.4837799_13.2807891,04400728
52.4826992_13.3281179,04501151
52.49695885_13.298258458711082,04500938
52.4971815_13.3216058,04501044
52.4861116_13.278375105036863,04400726
52.4819639_13.3188775,04501148
52.4829953_13.3212622,04501151
52.4961205_13.3120246,04501043
52.4720788_13.3097436,04400834
52.4881239_13.3215902,04501147
52.4877521_13.3207372,04501147
52.4910661_13.3194984,04501147
52.4898066_13.317895,04501147
52.481931_13.3240004,04501151
52.4773899_13.3085109,04400834
52.49636835_13.329354339196978,04501045
52.4796398_13.3244725,04501151
52.48385775_13.275257156358954,04400728
52.4800339_13.3227914,04501151
52.4860857_13.3263905,04501150
52.4902516_13.3261976,04501149
52.4844898_13.3255955,04501150
52.4934076_13.3288241,04501149
52.4940424_13.3281518,04501149
52.4904015_13.3332873,04501152
52.4748411_13.3041649,04400833
52.4980174_13.2889733,04500937
52.4948096_13.2976432,04500938
52.4805463_13.3240462,04501151
52.4788354_13.3322976,04501153
52.485823550000006_13.32408211237676,04501150
52.4800477_13.3225578,04501151
52.478811_13.3338407,04501153
52.48892_13.27810600221239,04400726
52.4900407_13.30756680526941,04500939
52.4963217_13.3064365,04500939
52.492686_13.3334978,04501152
52.487939_13.31725234856557,04501146
52.4800447_13.3214276,04501151
52.4819343_13.3216666,04501151
52.4871726_13.2711348,04400728
52.4982578_13.3225564,04501044
52.4739553_13.3157779,04400835
52.4956758_13.2987984,04500938
52.4805574_13.3311126,04501153
52.4744226_13.2949948,04400832
52.48922295_13.29632906951933,04400727
52.4862205_13.3275641,04501150
52.4965776_13.3145515,04501043
52.4889874_13.3313738,04501152
52.4846604_13.3354915,04501153
52.4876271_13.3290971,04501149
52.470221_13.2926147,04400832
52.48834485_13.310926628150064,04501146
52.5005855_13.3348393,04501042
52.4963157_13.3222056,04501044
52.4719806_13.3171909,04400835
52.4979572_13.3019959,04500938
52.4711078_13.3077407,04400833
52.4937565_13.3220336,04501044
52.4824682_13.3186283,04501148
52.4887838_13.3244289,04501149
52.4971616_13.2976568,04500938
52.4960065_13.294675,04500938
52.4810542_13.3205424,04501151
52.4885829_13.3244168,04501149
52.4942767_13.299306195301384,04500938
52.4802144_13.3218734,04501151
52.47346465_13.270299066685936,04400729
52.4950903_13.3332888,04501152
52.4969794_13.297884,04500938
52.4885898_13.3212734,04501147
52.4978051_13.2997485,04500938
52.4887468_13.321199,04501147
52.4980823_13.305553,04500938
52.4805676_13.3307451,04501153
52.4853353_13.3354748,04501153
52.49313_13.306901185185184,04500939
52.4929958_13.30757535329832,04500939
52.4807907_13.3305635,04501153
52.4875789_13.2966732,04400727
52.4924536_13.3283019,04501149
52.4798192_13.3201338,04501148
52.480647_13.2925931,04400830
52.4990223_13.2925637,04500937
52.4857045_13.2919707,04400727
52.4919459_13.321276,04501147
52.4871331_13.3191554,04501146
52.4882133_13.330597,04501149
52.4995572_13.332184,04501045
52.49428225_13.293757210523347,04500938
52.47608535_13.295708573052943,04400832
52.4788355_13.3332735,04501153
52.4949119_13.3342068,04501152
52.4967142_13.3039581,04500938
52.4931274_13.3069771,04500939
52.4871346_13.2985234,04400727
52.4935519_13.3351623,04501152
52.4811761_13.2922393,04400830
52.4947573_13.3353673,04501152
52.4946996_13.3240125,04501045
52.4804817_13.2991828,04400830
52.5470225_13.191960970036355,05100315
52.5678747_13.1987385,05100101
52.5295894_13.1916494,05200629
52.5452962_13.1981478,05100315
52.5498676_13.1869202,05100210
52.517267_13.2026562,05200634
52.5470983_13.2320856,05300736
52.522976_13.174592627325584,05200527
52.5116459_13.1869725,05200634
52.5453955_13.2706883,05300839
52.5377668_13.1995622,05100316
52.5522497_13.1646611,05100208
52.5508965_13.1761219,05100209
52.5670275_13.2060308,05100101
52.5530932_13.1531971,05100208
52.5443071_13.1706597,05100211
52.52271265_13.15707993677833,05200526
52.5210617_13.1723723,05200527
52.5448264_13.2064409,05100314
52.4991616_13.1802771,05400942
52.5225307_13.1699466,05200527
52.560266_13.1532006,05100206
52.517983_13.2025536,05200631
52.516699_13.19424772315263,05200630
52.5391133_13.2085466,05100316
52.5412331_13.1448463,05200419
52.5341231_13.1500694,05200421
52.5384509_13.2685152,05300841
52.5413296_13.242379635759631,05300737
52.5473577_13.2369402,05300737
52.516864_13.1714514,05200528
52.5679752_13.2069129,05100101
52.5689378_13.1971535,05100101
52.5223242_13.1664263,05200527
52.5392285_13.1820843,05100211
52.54899165_13.163550345150014,05100208
52.5423974_13.2437368,05300737
52.5409551_13.1984917,05100316
52.5456332_13.195611451704137,05100315
52.5381428_13.1964644,05100316
52.45847_13.1561494,05400942
52.5240603_13.1947021,05200630
52.5256222_13.1980422,05200631
52.51983395_13.185015099689435,05200527
52.5231302_13.199992,05200631
52.5234609_13.2024138,05200631
52.5474228_13.2049998,05100314
52.4495537_13.1343472,05400945
52.549155_13.2100285,05100314
52.5321439_13.2025406,05100317
52.547992_13.2627832,05300839
52.5261105_13.1805204,05200420
52.5164395_13.19532536623031,05200630
52.5525214_13.2101644,05100313
52.45649045_13.13946817637085,05400943
52.541401050000005_13.20682484707697,05100314
52.4515545_13.1338078,05400945
52.5309108_13.2051002,05100317
52.5451472_13.144072733774372,05200419
52.5351242_13.2708863,05300840
52.5487648_13.2100314,05100314
52.5342149_13.1359276,05200422
52.5339029_13.1364319,05200422
52.4473424_13.1266177,05400945
52.5166685_13.1624312,05200528
52.5570912_13.2295646,05300735
52.5454072_13.2022153,05100315
52.5487371_13.175889048993318,05100211
52.5248488_13.1936506,05200630
52.4927231_13.1817943,05400942
52.460122600000005_13.155435007345057,05400942
52.4865142_13.181645233982035,05400942
52.5490198_13.1576144,05100208
52.5414217_13.2673949,05300839
52.5673555_13.2064894,05100101
52.5571534_13.2206243,05100104
52.5358957_13.1541155,05200421
52.5118128_13.1861736640199,05200634
52.52774645_13.140085202659574,05200524
52.527579200000005_13.149554124443965,05200525
52.5244644_13.14898291199382,05200525
52.5459482_13.2258904,05300736
52.54729665_13.210076821515678,05100313
52.4707537_13.1302233,05400943
52.4951941_13.1799621,05400942
52.5313956_13.1463621,05200423
52.465354_13.1275068,05400943
52.5466098_13.228202,05300736
52.5196635_13.153401090538836,05200526
52.5337472_13.2746071,05300840
52.5286661_13.2112333,05100317
52.5251104_13.1957687,05200630
52.5557475_13.2043625,05100105
52.5218076_13.197574052619917,05200630
52.5472839_13.203371193488646,05100314
52.4831129_13.1743115,05400942
52.5394964_13.2691092,05300839
52.5436239_13.1853173,05100210
52.533773_13.196606746162796,05200629
52.5404125_13.1974438,05100316
52.5285879_13.1916482,05200629
52.5575869_13.2075441,05100105
52.5358826_13.1842194,05200629
52.56456645_13.211117144182008,05100103
52.55604455_13.212930504206554,05100104
52.5183142_13.1973577,05200630
52.52531975_13.140116354561144,05200524
52.5340204_13.1865089,05200629
52.549596_13.1531558,05100208
52.54076275_13.265946363473995,05300839
52.5271775_13.1606284,05200420
52.52582455_13.133703048162497,05200525
52.5410287_13.243144951732932,05300737
52.5199144_13.1970536,05200630
52.5229913_13.2036692,05200631
52.5651005_13.2096521,05100103
52.5383168_13.1848199,05100316
52.47454365_13.128532899461373,05400943
52.5263045_13.2063005,05200632
52.5261441_13.176003236899223,05200420
52.54172675_13.184643277101156,05100210
52.5514594_13.1788757,05100209
52.5324986_13.1547963,05200423
52.5368106_13.1927609,05100316
52.5230874_13.1996653,05200631
52.54747925_13.162869218036406,05100208
52.5457329_13.1450908,05100211
52.5261214_13.1835708,05200630
52.5445054_13.2327004,05300737
52.5607292_13.2142173,05100104
52.5116651_13.1824828,05200634
52.5614481_13.2081494,05100105
52.54741215_13.182480833254749,05100209
52.5380181_13.1858933,05100316
52.5440991_13.2462843,05300737
52.574147100000005_13.216354027583469,05100101
52.5500661_13.1564859,05100208
52.5211708_13.1966417,05200630
52.454152_13.1444794,05400944
52.5481915_13.1530293,05100208
52.5211529_13.1973677,05200630
52.552774_13.2253382,05300735
52.51937955_13.179400635006914,05200527
52.5463742_13.178420407400614,05100209
52.5290449_13.1975039,05200629
52.5396787_13.1759548,05100211
52.5447582_13.1988623,05100315
52.4695831_13.1751265,05400942
52.5456344_13.1800167,05100209
52.5125009_13.2010969,05200634
52.5259726_13.1611176,05200420
52.5350071_13.2716222,05300841
52.5596905_13.217044098524044,05100104
52.4148765_13.149537199999996,06400735
52.4361051_13.27721590021645,06300527
52.4462916_13.247042,06400839
52.4217972_13.20150182142316,06400736
52.42449925_13.26365446923474,06300528
52.45926155_13.278607909297587,06400844
52.4131764_13.2599298,06300525
52.4354094_13.22059316746807,06400838
52.45017535_13.281978118427928,06400843
52.425236350000006_13.20494618057518,06400737
52.422322_13.2600382,06300528
52.42276685_13.242996645797966,06300524
52.43108355_13.275400070739488,06300528
52.4344369_13.25933,06300526
52.4549616_13.296274007368847,06400843
52.448596550000005_13.250498696748956,06400840
52.42005435_13.262419139288092,06300528
52.43076105_13.215509329978772,06400737
52.4322474_13.2540372511479,06300526
52.42619135_13.215968911983138,06400736
52.4157581_13.1461424,06400735
52.4144633_13.144825304793024,06400735
52.4595898_13.27532611050552,06400844
52.3979447_13.145719090287244,06400735
52.42811235_13.223786323085818,06400736
52.4473291_13.2521834,06400840
52.4227393_13.2531111,06300528
52.42919895_13.216232623762206,06400737
52.43484295_13.252556861631064,06300526
52.4460185_13.2709629,06400843
52.4367913_13.213398510948345,06400737
52.43384675_13.254395108317992,06300526
52.4326706_13.2559081,06300526
52.440504950000005_13.26140819375,06400841
52.43501295_13.230600802141463,06400839
52.43334665_13.254489835897434,06300526
52.459020300000006_13.301743133947385,06400844
52.4465217_13.301633145873122,06300629
52.43867445_13.279493513702976,06300527
52.45528385_13.2678144,06400842
52.45650925_13.272778808090392,06400842
52.42606355_13.226672299145662,06400736
52.4316477_13.204599708311486,06400737
52.430769_13.195384,06400737
52.417212500000005_13.266842144853172,06300528
52.45325205_13.266824103898848,06400842
52.436663_13.276827134776823,06300527
52.4102109_13.25746805203038,06300525
52.4189078_13.144707097524408,06400735
52.4575385_13.274692,06400844
52.43067415_13.160987716004357,06400735
52.4209913_13.282992927821176,06300632
52.44823045_13.249975248677476,06400840
52.449516_13.2548292,06400840
52.4203257_13.2837607,06300632
52.45006615_13.257993981230031,06400840
52.4381845_13.2626559,06400841
52.4485527_13.268590116715032,06400842
52.4140604_13.109246,06400735
52.43694965_13.253773271982762,06400839
52.436538_13.2440688,06400839
52.4164981_13.265282467225086,06300528
52.4310365_13.1619914,06400735
52.4571812_13.295214983102415,06400843
52.4525801_13.2708756,06400842
52.435803_13.2801353,06300527
52.43413965_13.279868741843016,06300527
52.43616915_13.2466638,06400839
52.417584_13.250177,06300525
52.460396_13.2768337,06400844
52.4274265_13.343204,06200315
52.432804_13.23019900481399,06400839
52.46148215_13.334769323171624,06100209
52.45341645_13.337553199988548,06100208
52.453943_13.3254283,06100207
52.4482482_13.31973909808986,06300630
52.464015_13.314051,06100102
52.4427971_13.313897927840006,06300633
52.44112105_13.322122011446393,06300630
52.43565225_13.295598252596603,06300634
52.44703585_13.350879755682804,06100205
52.42568665_13.33711609698167,06200314
52.4590547_13.3332016,06100209
52.43569355_13.345295290926655,06200313
52.43897085_13.315627958469186,06300633
52.46320205_13.321694208821684,06100103
52.4491432_13.3410356,06100205
52.4518152_13.3119243,06300629
52.42704265_13.323146240139582,06200421
52.4350289_13.3025956,06300634
52.410860850000006_13.318607710930516,06200419
52.42147935_13.31053583859527,06200420
52.42315735_13.322765247873516,06200422
52.44748115_13.31203211358093,06300633
52.4506243_13.3191502,06100207
52.43058665_13.358080009717703,06200316
52.4403032_13.3412461,06200312
52.4482373_13.313398467481754,06300633
52.4343764_13.3627492,06200316
52.4586629_13.3242667,06100102
52.4311686_13.359968126328525,06200316
52.4349511_13.340051838921612,06200314
52.4389976_13.339277352011951,06200312
52.42370745_13.33698404046623,06200315
52.4303876_13.3201815,06200421
52.4507927_13.350179,06100204
52.4437789_13.291916995245796,06300629
52.46067445_13.320584328835984,06100102
52.44203595_13.298267304621213,06300633
52.4594599_13.3140223,06100101
52.4456301_13.311705453279426,06300633
52.4658454_13.3200026,06100103
52.4609915_13.3137716,06100101
52.4615537_13.3437959,06100210
52.431522150000006_13.34062186274696,06200314
52.4346874_13.293249479269232,06300634
52.4656321_13.3206089,06100103
52.4360366_13.3496159,06200313
52.458459_13.3314568,06100208
52.44762505_13.31697681661952,06300630
52.44610665_13.307840880439654,06300633
52.4648444_13.3315977,06100209
52.4264211_13.322933327645838,06200421
52.45529465_13.32315576995947,06100102
52.4593977_13.3422105,06100210
52.4616459_13.3442391,06100210
52.4500274_13.333796,06100206
52.4347654_13.3480509,06200313
52.4381156_13.3310791,06200312
52.4562173_13.3155658,06100101
52.46701285_13.33603607943699,06100209
52.43900325_13.316448257349323,06300630
52.4195137_13.2988989,06300631
52.4536024_13.327786619326876,06100207
52.45548_13.3319955,06100208
52.42978615_13.344468074329214,06200315
52.4580908_13.3128366,06100101
52.4546679_13.309981259192204,06100101
52.42122785_13.342537629319237,06200317
52.4242268_13.297292966337109,06300632
52.44283345_13.302788546973757,06300633
52.463328_13.3157634,06100102
52.4131478_13.3278295,06200423
52.41179545_13.321201578770308,06200423
52.426094_13.332060200905774,06200422
52.41079895_13.307964306457272,06200420
52.4394728_13.3422332,06200312
52.41514425_13.330535442762358,06200423
52.461387_13.3181424,06100102
52.4263217_13.294846425472867,06300632
52.4375342_13.30515015619792,06300633
52.436655650000006_13.315604934840051,06300630
52.4383991_13.3308914,06200312
52.4636092_13.3162168,06100102
52.433013_13.3465771,06200313
52.4506516_13.3219367,06100207
52.43246915_13.343399022189873,06200314
52.4544109_13.3294278,06100208
52.4325399_13.3024254,06300634
52.4668236_13.3190766,06100103
52.45154535_13.34468435200696,06100204
52.4532071_13.336732,06100208
52.4669292_13.3193138,06100103
52.43140735_13.289430412476008,06300632
52.4293831_13.351825,06200315
52.4444506_13.2912619,06300629
52.4524822_13.32196186842586,06100207
52.43216515_13.30912366578202,06300633
52.45844755_13.308565715463416,06100101
52.4182612_13.2871069,06300632
52.4275245_13.313248852195446,06200421
52.43506635_13.305917576822267,06300633
52.4222883_13.3582799,06200317
52.4485651_13.3451047,06100205
52.42917145_13.33843702370128,06200314
52.42392795_13.313696997531515,06200421
52.44048975_13.350397137996088,06200313
52.4541945_13.3278467,06100207
52.4614011_13.3206339,06100102
52.45884475_13.31463471020992,06100101
52.41685045_13.323580883944896,06200423
52.4394589_13.3537883,06200311
52.4475847_13.32750611611906,06100206
52.4295026_13.3320663,06200314
52.450026_13.34856,06100204
52.4202807_13.3076495,06200420
52.4309554_13.3360514,06200314
52.41309925_13.313470542946147,06200419
52.4456706_13.315749202865613,06300630
52.4537791_13.3239088,06100207
52.41201155_13.31388191909676,06200419
52.4567098_13.3271005,06100208
52.4128597_13.324278799008813,06200423
52.4168831_13.3376436,06200422
52.42672155_13.339977990688348,06200314
52.4391789_13.315785973322852,06300633
52.41699115_13.265134669814929,06300528
52.4479557_13.3062633,06300629
52.4474354_13.3452121,06100205
52.450844_13.3575369,06100204
52.41979665_13.295529474296382,06300631
52.4330977_13.3288201,06200421
52.4297082_13.3274377,06200421
52.4834822_13.340775,07200308
52.4720679_13.3401502,07300618
52.4684305_13.336563162514594,07300618
52.4721217_13.3287301,07300517
52.4935829_13.3503378,07100204
52.4835816_13.3503388,07200409
52.4767411_13.3258251,07300515
52.4892319_13.368865985624,07100206
52.4829389_13.339450028611008,07200308
52.4997114_13.3591744,07100103
52.4803127_13.3615551,07200413
52.4908568_13.361853715398434,07100206
52.4570709_13.3578348,07400822
52.458264150000005_13.363429403293122,07400822
52.49028235_13.3416559485195,07200307
52.47107175_13.346922927299376,07300619
52.4967277_13.3644941,07100205
52.4815235_13.3534402,07200410
52.4885833_13.35623915867134,07200409
52.4919516_13.3521973,07100204
52.4879918_13.3551888,07200409
52.47625265_13.33394853428548,07300517
52.468149100000005_13.321150576295892,07300516
52.4820394_13.358871,07200413
52.4825815_13.34777,07200409
52.47105855_13.327096880178422,07300516
52.4667012_13.3450716,07300619
52.491385_13.3652945,07100206
52.4892037_13.3509784,07200409
52.4743579_13.337091200921051,07300517
52.4826809_13.3471333,07200409
52.4952462_13.353652593421248,07100102
52.4852934_13.3655745,07200414
52.4685466_13.3438883,07300619
52.47229775_13.33143257349222,07300517
52.477026_13.3299062,07300517
52.46082_13.3663376,07400822
52.487311_13.3609248,07200411
52.486585_13.3625533,07200414
52.4944603_13.3671258,07100205
52.481179_13.3591668,07200413
52.4645517_13.3428147,07300619
52.4831416_13.3558827,07200410
52.4816202_13.3539288,07200410
52.4835299_13.3545871,07200410
52.4922958_13.3664991,07100206
52.4933305_13.3527394,07100204
52.4931749_13.3549499,07100204
52.4936688_13.363974,07100205
52.4809538_13.3627718,07200413
52.4961755_13.3431855,07100101
52.4829614_13.3604194,07200413
52.4724917_13.3401726,07300618
52.4832642_13.3623053,07200413
52.4860116_13.3671465,07200414
52.464582_13.3428997,07300619
52.483721_13.3629338,07200413
52.4966815_13.3395374,07100101
52.4715667_13.3387417,07300618
52.4947726_13.3499767,07100102
52.49307335_13.351915398026318,07100204
52.4758402_13.326046,07300515
52.4875046_13.3503706,07200409
52.4663718_13.340434,07300619
52.4876929_13.3526157,07200409
52.494744_13.3393693,07100101
52.4710074_13.3281238,07300516
52.4752962_13.3331035,07300517
52.4902172_13.346211,07100204
52.4868694_13.342598,07200307
52.4946954_13.3608184,07100103
52.4700467_13.3210782,07300516
52.4765947_13.3291986,07300517
52.4766282_13.3287743,07300517
52.4888508_13.3577042,07200409
