combined_address,geometry,address
Fürstenwalder Allee 115 12589 Berlin,POINT (13.698381382311517 52.4365951),"FiPP Kita Rahnsdorfer Spatzen, 115, Fürstenwalder Allee, 12589, Fürstenwalder Allee, Berlin, Deutschland"
Baderseestraße 1 12527 Berlin,POINT (13.579693852597607 52.4154503),"Grüne Aue, 1-5, Baderseestraße, 12527, Baderseestraße, Berlin, Deutschland"
Drachholzstraße 2 12587 Berlin,POINT (13.626767634148159 52.45283245),"2, Drachholzstraße, 12587, Drachholzstraße, Berlin, Deutschland"
Adlergestell 776 12527 Berlin,POINT (13.647313593567315 52.376131900000004),"Schmöckwitzer Insel-Schule, 776, Adlergestell, 12527, Adlergestell, Berlin, Deutschland"
Köpenzeile 125 12557 Berlin,POINT (13.595061046884599 52.42803705),"125, Köpenzeile, 12557, Köpenzeile, Berlin, Deutschland"
Peter-Hille-Straße 26 12587 Berlin,POINT (13.6206283 52.4534451),"26, Peter-Hille-Straße, 12587, Peter-Hille-Straße, Berlin, Deutschland"
Karolinenhofweg 3 12527 Berlin,POINT (13.6312896 52.3957159),"3, Karolinenhofweg, 12527, Karolinenhofweg, Berlin, Deutschland"
Albert-Schweitzer-Straße 60 12587 Berlin,POINT (13.6240972 52.4538189),"60, Albert-Schweitzer-Straße, 12587, Albert-Schweitzer-Straße, Berlin, Deutschland"
Peter-Hille-Straße 30 12587 Berlin,POINT (13.6195513 52.4533579),"30, Peter-Hille-Straße, 12587, Peter-Hille-Straße, Berlin, Deutschland"
Rudower Straße 37 12557 Berlin,POINT (13.5645953 52.443833),"Familienzentrum Rudower Straße, 37/39, Rudower Straße, 12557, Rudower Straße, Berlin, Deutschland"
Kietzer Straße 5 12555 Berlin,POINT (13.57749772308312 52.44499865),"5, Kietzer Straße, 12555, Kietzer Straße, Berlin, Deutschland"
Müggelheimer Straße 45 12555 Berlin,POINT (13.5822237 52.4429252),"45, Müggelheimer Straße, 12555, Müggelheimer Straße, Berlin, Deutschland"
Landjägerstraße 11 12555 Berlin,POINT (13.5805541 52.444295),"11, Landjägerstraße, 12555, Landjägerstraße, Berlin, Deutschland"
Wilhelminenhofstraße 45A-B 12459 Berlin,POINT (13.5230146 52.4601533),"Gesundheitssport Vital, 45a, Wilhelminenhofstraße, 12459, Wilhelminenhofstraße, Berlin, Deutschland"
An der Wuhlheide 232B 12459 Berlin,POINT (13.5532563 52.4557267),"232b, An der Wuhlheide, 12459, An der Wuhlheide, Berlin, Deutschland"
Alfred-Randt-Straße 60 12559 Berlin,POINT (13.6063158 52.4411962),"60, Alfred-Randt-Straße, 12559, Alfred-Randt-Straße, Berlin, Deutschland"
An der Wuhlheide 171 12459 Berlin,POINT (13.544347 52.4659265),"171, An der Wuhlheide, 12459, An der Wuhlheide, Berlin, Deutschland"
Fürstenwalder Damm 474 12587 Berlin,POINT (13.62367403385861 52.456450950000004),"474, Fürstenwalder Damm, 12587, Fürstenwalder Damm, Berlin, Deutschland"
Mandrellaplatz 9 12555 Berlin,POINT (13.5803381 52.4552078),"9, Mandrellaplatz, 12555, Mandrellaplatz, Berlin, Deutschland"
Lindenstraße 35 12555 Berlin,POINT (13.571037657762176 52.45122685),"Villa Fortuna, 35, Lindenstraße, 12555, Lindenstraße, Berlin, Deutschland"
Jägerstraße 5 12555 Berlin,POINT (13.57779161033783 52.446246099999996),"5, Jägerstraße, 12555, Jägerstraße, Berlin, Deutschland"
Lindenstraße 26 12555 Berlin,POINT (13.5679252 52.4539116),"26, Lindenstraße, 12555, Lindenstraße, Berlin, Deutschland"
Kaulsdorfer Straße 245 12555 Berlin,POINT (13.5762343 52.4636454),"245, Kaulsdorfer Straße, 12555, Kaulsdorfer Straße, Berlin, Deutschland"
Edisonstraße 19 12459 Berlin,POINT (13.5137369 52.4650292),"19, Edisonstraße, 12459, Edisonstraße, Berlin, Deutschland"
Hämmerlingstraße 101 12555 Berlin,POINT (13.5740259 52.4582949),"101, Hämmerlingstraße, 12555, Hämmerlingstraße, Berlin, Deutschland"
Rathenaustraße 15 12459 Berlin,POINT (13.5283709 52.4595132),"15, Rathenaustraße, 12459, Rathenaustraße, Berlin, Deutschland"
Müggellandstraße 8 12559 Berlin,POINT (13.6586461 52.4155322),"8, Müggellandstraße, 12559, Müggellandstraße, Berlin, Deutschland"
Siemensstraße 14 12459 Berlin,POINT (13.511253 52.464318),"14, Siemensstraße, 12459, Siemensstraße, Berlin, Deutschland"
An der Wuhlheide 173 12459 Berlin,POINT (13.5435417 52.4667522),"173, An der Wuhlheide, 12459, An der Wuhlheide, Berlin, Deutschland"
Erknerstraße 39 12589 Berlin,POINT (13.7217011 52.4379312),"39, Erknerstraße, 12589, Erknerstraße, Berlin, Deutschland"
Puchanstraße 17 12555 Berlin,POINT (13.5785387 52.4541929),"17, Puchanstraße, 12555, Puchanstraße, Berlin, Deutschland"
Wilhelminenhofstraße 41 12459 Berlin,POINT (13.5208452 52.4610229),"41, Wilhelminenhofstraße, 12459, Wilhelminenhofstraße, Berlin, Deutschland"
Schönerlinder Straße 1 12557 Berlin,POINT (13.5688381 52.4428439),"1, Schönerlinder Straße, 12557, Schönerlinder Straße, Berlin, Deutschland"
Stillerzeile 44 12587 Berlin,POINT (13.6110849 52.4560407),"44, Stillerzeile, 12587, Stillerzeile, Berlin, Deutschland"
Wilhelminenhofstraße 21 12459 Berlin,POINT (13.5157432 52.4621689),"21, Wilhelminenhofstraße, 12459, Wilhelminenhofstraße, Berlin, Deutschland"
Schönblicker Straße 2 12589 Berlin,POINT (13.7201841 52.4384835),"2, Schönblicker Straße, 12589, Schönblicker Straße, Berlin, Deutschland"
Regattastraße 60 12527 Berlin,POINT (13.5762886 52.4224211),"60, Regattastraße, 12527, Regattastraße, Berlin, Deutschland"
Triglawstraße 8 12589 Berlin,POINT (13.7212813 52.4202316),"8, Triglawstraße, 12589, Triglawstraße, Berlin, Deutschland"
Wilhelminenhofstraße 47B 12459 Berlin,POINT (13.5238806 52.4597719),"47B, Wilhelminenhofstraße, 12459, Wilhelminenhofstraße, Berlin, Deutschland"
Müggelheimer Straße 22 12555 Berlin,POINT (13.5847176 52.4414035),"22, Müggelheimer Straße, 12555, Müggelheimer Straße, Berlin, Deutschland"
Plönzeile 44 12459 Berlin,POINT (13.527862 52.4594122),"44, Plönzeile, 12459, Plönzeile, Berlin, Deutschland"
Ludwigshöheweg 18 12559 Berlin,POINT (13.655130930165168 52.415643200000005),"Kita Müggelbande, 18, Ludwigshöheweg, 12559, Ludwigshöheweg, Berlin, Deutschland"
Alter Markt 11 12555 Berlin,POINT (13.578077708932112 52.4452034),"11, Alter Markt, 12555, Alter Markt, Berlin, Deutschland"
Lindenstraße 7 12555 Berlin,POINT (13.56991 52.4527331),"7, Lindenstraße, 12555, Lindenstraße, Berlin, Deutschland"
Friedenstraße 8 12489 Berlin,POINT (13.5471635 52.4360266),"8, Friedenstraße, 12489, Friedenstraße, Berlin, Deutschland"
Teichmummelring 77 12527 Berlin,POINT (13.576509843667651 52.4238852),"Kita Admiralfalter, 77, Teichmummelring, 12527, Teichmummelring, Berlin, Deutschland"
Wendenschloßstraße 143 12557 Berlin,POINT (13.5824475 52.4380549),"143, Wendenschloßstraße, 12557, Wendenschloßstraße, Berlin, Deutschland"
Mandrellaplatz 3 12555 Berlin,POINT (13.581063998985286 52.45560985),"3, Mandrellaplatz, 12555, Mandrellaplatz, Berlin, Deutschland"
Ernst-Grube-Straße 30 12555 Berlin,POINT (13.562963821108735 52.449278750000005),"Kita Agarta, 30, Ernst-Grube-Straße, 12555, Ernst-Grube-Straße, Berlin, Deutschland"
Schönerlinder Straße 5 12557 Berlin,POINT (13.5679549 52.4430485),"5, Schönerlinder Straße, 12557, Schönerlinder Straße, Berlin, Deutschland"
Regattastraße 127 12527 Berlin,POINT (13.5814663 52.4176688),"127, Regattastraße, 12527, Regattastraße, Berlin, Deutschland"
Otto-Krüger-Zeile 4 12459 Berlin,POINT (13.5072092 52.4673527),"4, Otto-Krüger-Zeile, 12459, Otto-Krüger-Zeile, Berlin, Deutschland"
Fürstenwalder Damm 427B 12587 Berlin,POINT (13.6188327 52.456249),"427B, Fürstenwalder Damm, 12587, Fürstenwalder Damm, Berlin, Deutschland"
Albert-Schweitzer-Straße 57 12587 Berlin,POINT (13.6240273 52.4544452),"57, Albert-Schweitzer-Straße, 12587, Albert-Schweitzer-Straße, Berlin, Deutschland"
Wernsdorfer Straße 7 12527 Berlin,POINT (13.6502466 52.3760116),"7, Wernsdorfer Straße, 12527, Wernsdorfer Straße, Berlin, Deutschland"
Abendseglersteig 78 12589 Berlin,POINT (13.739626687478385 52.4273478),"FRÖBEL-Kindergarten Seewinkel, 78, Abendseglersteig, 12589, Abendseglersteig, Berlin, Deutschland"
Grüne Trift 178 12557 Berlin,POINT (13.590511461806301 52.4229192),"178, Grüne Trift, 12557, Grüne Trift, Berlin, Deutschland"
Altlandsberger Platz 4 12685 Berlin,POINT (13.5732426 52.542386),"4, Altlandsberger Platz, 12685, Altlandsberger Platz, Berlin, Deutschland"
Krummenseer Straße 13 12685 Berlin,POINT (13.5726575 52.5419374),"13, Krummenseer Straße, 12685, Krummenseer Straße, Berlin, Deutschland"
Allee der Kosmonauten 73 12681 Berlin,POINT (13.544478299584387 52.527605949999995),"Kita Akazieninsel, 73-75, Allee der Kosmonauten, 12681, Allee der Kosmonauten, Berlin, Deutschland"
Distelfalterstraße 41 12683 Berlin,POINT (13.5700742 52.5019456),"41, Distelfalterstraße, 12683, Distelfalterstraße, Berlin, Deutschland"
Braunsdorfstraße 11 12683 Berlin,POINT (13.551539446456742 52.51220605),"Städt. Kita Biesdorfer Zwergenhaus, 11, Braunsdorfstraße, 12683, Braunsdorfstraße, Berlin, Deutschland"
Bruno-Baum-Straße 58 12685 Berlin,POINT (13.5424766 52.5377749),"58, Bruno-Baum-Straße, 12685, Bruno-Baum-Straße, Berlin, Deutschland"
Allee der Kosmonauten 79 12681 Berlin,POINT (13.5460889 52.5279046),"79, Allee der Kosmonauten, 12681, Allee der Kosmonauten, Berlin, Deutschland"
Belziger Ring 55 12689 Berlin,POINT (13.5768602 52.5632811),"55, Belziger Ring, 12689, Belziger Ring, Berlin, Deutschland"
Annenstraße 33 12683 Berlin,POINT (13.5555229 52.5322711),"33, Annenstraße, 12683, Annenstraße, Berlin, Deutschland"
Rosenbecker Straße 25 12689 Berlin,POINT (13.5713231 52.5704809),"25, Rosenbecker Straße, 12689, Rosenbecker Straße, Berlin, Deutschland"
Glambecker Ring 80 12679 Berlin,POINT (13.5774106 52.5554771),"80, Glambecker Ring, 12679, Glambecker Ring, Berlin, Deutschland"
Garzauer Straße 29 12683 Berlin,POINT (13.573153447087979 52.526253249999996),"Kita Hasenburg, 29, Garzauer Straße, 12683, Garzauer Straße, Berlin, Deutschland"
Beethovenstraße 29 12683 Berlin,POINT (13.5485334 52.5104776),"29, Beethovenstraße, 12683, Beethovenstraße, Berlin, Deutschland"
Dessauer Straße 4 12689 Berlin,POINT (13.54890018904247 52.567768650000005),"Kita ""Kiek mal"", 4A, Dessauer Straße, 12689, Dessauer Straße, Berlin, Deutschland"
Raoul-Wallenberg-Straße 52 12679 Berlin,POINT (13.560969 52.5467126),"52, Raoul-Wallenberg-Straße, 12679, Raoul-Wallenberg-Straße, Berlin, Deutschland"
Golliner Straße 4 12689 Berlin,POINT (13.5799278 52.5671543),"Erziehungs- und Familienberatungsstellen Marzahn-Nord, 4, Golliner Straße, 12689, Golliner Straße, Berlin, Deutschland"
Grabensprung 51 12683 Berlin,POINT (13.5529146 52.5058076),"51, Grabensprung, 12683, Grabensprung, Berlin, Deutschland"
Brebacher Weg 15 12683 Berlin,POINT (13.567573451606759 52.514262099999996),"Augenklinik Berlin Marzahn, 15, Brebacher Weg, 12683, Brebacher Weg, Berlin, Deutschland"
Murtzaner Ring 70 12681 Berlin,POINT (13.54192111362596 52.53289624999999),"Kita Notenhopser, 70 - 72, Murtzaner Ring, 12681, Murtzaner Ring, Berlin, Deutschland"
Elsterwerdaer Platz 1 12683 Berlin,POINT (13.560878 52.5052929),"Elsterwerdaer Platz, Elsterwerdaer Platz, 12683, Elsterwerdaer Platz, Berlin, Deutschland"
Sella-Hasse-Straße 19 12687 Berlin,POINT (13.5585967 52.5526895),"19, Sella-Hasse-Straße, 12687, Sella-Hasse-Straße, Berlin, Deutschland"
Flämingstraße 14 12689 Berlin,POINT (13.563984287944665 52.5641683),"Kita Irgendwie Anders, 14, Flämingstraße, 12689, Flämingstraße, Berlin, Deutschland"
Marzahner Chaussee 207 12681 Berlin,POINT (13.5331282 52.5264638),"207, Marzahner Chaussee, 12681, Marzahner Chaussee, Berlin, Deutschland"
Oberfeldstraße 190 12683 Berlin,POINT (13.5554567 52.5148476),"190, Oberfeldstraße, 12683, Oberfeldstraße, Berlin, Deutschland"
Langhoffstraße 17 12681 Berlin,POINT (13.5438111 52.5320443),"17, Langhoffstraße, 12681, Langhoffstraße, Berlin, Deutschland"
Schleusinger Straße 8 12687 Berlin,POINT (13.5655493 52.557629),"8, Schleusinger Straße, 12687, Schleusinger Straße, Berlin, Deutschland"
Wuhletalstraße 70 12687 Berlin,POINT (13.5663645 52.5599223),"70, Wuhletalstraße, 12687, Wuhletalstraße, Berlin, Deutschland"
Märkische Allee 414 12689 Berlin,POINT (13.5682111 52.5723062),"414, Märkische Allee, 12689, Märkische Allee, Berlin, Deutschland"
Rudolf-Leonhard-Straße 10 12679 Berlin,POINT (13.567542136951687 52.5506741),"10, Rudolf-Leonhard-Straße, 12679, Rudolf-Leonhard-Straße, Berlin, Deutschland"
Marzahner Promenade 42 12679 Berlin,POINT (13.552303283290158 52.54544735),"Marzahner Promenade, 42, Marzahner Promenade, 12679, Marzahner Promenade, Berlin, Deutschland"
Otto-Nagel-Straße 57 12683 Berlin,POINT (13.554041050310051 52.528203500000004),"57, Otto-Nagel-Straße, 12683, Otto-Nagel-Straße, Berlin, Deutschland"
Oberfeldstraße 38 12683 Berlin,POINT (13.555916 52.5218506),"38, Oberfeldstraße, 12683, Oberfeldstraße, Berlin, Deutschland"
Amanlisweg 8 12685 Berlin,POINT (13.5496599 52.534701),"8, Amanlisweg, 12685, Amanlisweg, Berlin, Deutschland"
Fridolinweg 66 12683 Berlin,POINT (13.567607577197343 52.53467485),"Kita Traumland, 66, Fridolinweg, 12683, Fridolinweg, Berlin, Deutschland"
Jan-Petersen-Straße 18 12679 Berlin,POINT (13.5649556 52.5497649),"18, Jan-Petersen-Straße, 12679, Jan-Petersen-Straße, Berlin, Deutschland"
Allee der Kosmonauten 67 12681 Berlin,POINT (13.5433593 52.5276251),"Kleine Kosmonauten, 67, Allee der Kosmonauten, 12681, Allee der Kosmonauten, Berlin, Deutschland"
Irmfriedstraße 64 12683 Berlin,POINT (13.5729594 52.5338971),"64, Irmfriedstraße, 12683, Irmfriedstraße, Berlin, Deutschland"
Marzahner Promenade 41 12679 Berlin,POINT (13.552303283290158 52.54544735),"Marzahner Promenade, 41, Marzahner Promenade, 12679, Marzahner Promenade, Berlin, Deutschland"
Prötzeler Ring 31 12679 Berlin,POINT (13.575003 52.5450637),"31, Prötzeler Ring, 12679, Prötzeler Ring, Berlin, Deutschland"
Havemannstraße 17 12689 Berlin,POINT (13.5726995 52.5686033),"17, Havemannstraße, 12689, Havemannstraße, Berlin, Deutschland"
Bitterfelder Straße 11 12681 Berlin,POINT (13.5426619 52.5532203),"11, Bitterfelder Straße, 12681, Bitterfelder Straße, Berlin, Deutschland"
Kienbergstraße 1 12685 Berlin,POINT (13.561678 52.5370419),"1, Kienbergstraße, 12685, Kienbergstraße, Berlin, Deutschland"
Paul-Schwenk-Straße 3 12681 Berlin,POINT (13.534461797756762 52.5373465),"ALBA Services GmbH & Co. KG, 3, Frank-Schweitzer-Straße, 12681, Frank-Schweitzer-Straße, Berlin, Deutschland"
Schwabenallee 86 12683 Berlin,POINT (13.562891861810613 52.49014755),"Kita Waldhäuschen, 86, Schwabenallee, 12683, Schwabenallee, Berlin, Deutschland"
Allee der Kosmonauten 77 12681 Berlin,POINT (13.5453679 52.5279006),"77, Allee der Kosmonauten, 12681, Allee der Kosmonauten, Berlin, Deutschland"
Kokoschkastraße 4 12627 Berlin,POINT (13.6066724 52.5373782),"4, Kokoschkastraße, 12627, Kokoschkastraße, Berlin, Deutschland"
Cecilienstraße 184 12683 Berlin,POINT (13.5746087 52.5266229),"184, Cecilienstraße, 12683, Cecilienstraße, Berlin, Deutschland"
Wittenberger Straße 20 12689 Berlin,POINT (13.5663406 52.5649045),"20, Wittenberger Straße, 12689, Wittenberger Straße, Berlin, Deutschland"
Parkweg 8 12683 Berlin,POINT (13.5558958 52.5101299),"8, Parkweg, 12683, Parkweg, Berlin, Deutschland"
Hinter der Mühle 5 12685 Berlin,POINT (13.562981540992348 52.543181849999996),"Kita der Ev. Kirchengemeinde, 5, Hinter der Mühle, 12685, Hinter der Mühle, Berlin, Deutschland"
Basdorfer Straße 2 12679 Berlin,POINT (13.5464412 52.545765),"2, Basdorfer Straße, 12679, Basdorfer Straße, Berlin, Deutschland"
Raoul-Wallenberg-Straße 58 12679 Berlin,POINT (13.5614772 52.5462425),"58, Raoul-Wallenberg-Straße, 12679, Raoul-Wallenberg-Straße, Berlin, Deutschland"
Zum Forsthaus 3 12683 Berlin,POINT (13.573192749581523 52.5234193),"Kita Wuhlespatzen, 3, Zum Forsthaus, 12683, Zum Forsthaus, Berlin, Deutschland"
Geraer Ring 50 12689 Berlin,POINT (13.5612984 52.5689627),"50, Geraer Ring, 12689, Geraer Ring, Berlin, Deutschland"
Glambecker Ring 50 12679 Berlin,POINT (13.579836 52.5536137),"50, Glambecker Ring, 12679, Glambecker Ring, Berlin, Deutschland"
Schorfheidestraße 48 12689 Berlin,POINT (13.575969801034645 52.572559600000005),"Kita Bunte Kinderwelt, 48 - 50, Schorfheidestraße, 12689, Schorfheidestraße, Berlin, Deutschland"
Rabensteiner Straße 20 12689 Berlin,POINT (13.57548724532473 52.5653363),"Kita ""Rabennest"" / Kita ""Jahresuhr"", 20-21, Rabensteiner Straße, 12689, Rabensteiner Straße, Berlin, Deutschland"
Jan-Petersen-Straße 27 12679 Berlin,POINT (13.5625846 52.5488378),"27, Jan-Petersen-Straße, 12679, Jan-Petersen-Straße, Berlin, Deutschland"
Liebensteiner Straße 20 12687 Berlin,POINT (13.5583632 52.5583134),"20, Liebensteiner Straße, 12687, Liebensteiner Straße, Berlin, Deutschland"
Walter-Felsenstein-Straße 39 12687 Berlin,POINT (13.555123312928126 52.5547648),"Kita Sonnenschein, 39 / 41, Walter-Felsenstein-Straße, 12687, Walter-Felsenstein-Straße, Berlin, Deutschland"
Marchwitzastraße 49 12681 Berlin,POINT (13.545086149035011 52.52456435),"Kita Raupe Nimmersatt, 47-49, Marchwitzastraße, 12681, Marchwitzastraße, Berlin, Deutschland"
Oberweißbacher Straße 8 12687 Berlin,POINT (13.5726385 52.5568299),"8, Oberweißbacher Straße, 12687, Oberweißbacher Straße, Berlin, Deutschland"
Blumberger Damm 139 12685 Berlin,POINT (13.5684556 52.5432133),"139, Blumberger Damm, 12685, Blumberger Damm, Berlin, Deutschland"
Blumberger Damm 227 12687 Berlin,POINT (13.5704749 52.5525271),"227, Blumberger Damm, 12687, Blumberger Damm, Berlin, Deutschland"
Rabensteiner Straße 22 12689 Berlin,POINT (13.577896 52.5656135),"Rabensteiner Straße, 12689, Berlin, Deutschland"
Salanderweg 27 12685 Berlin,POINT (13.5554618 52.5370053),"27, Salanderweg, 12685, Salanderweg, Berlin, Deutschland"
Zühlsdorfer Straße 18 12679 Berlin,POINT (13.54824 52.5471763),"18, Zühlsdorfer Straße, 12679, Zühlsdorfer Straße, Berlin, Deutschland"
Rapsweißlingstraße 11 12683 Berlin,POINT (13.564501762224792 52.5020728),"BIP Kreativitätskita Schmetterlingswiesen, 11, Rapsweißlingstraße, 12683, Rapsweißlingstraße, Berlin, Deutschland"
Heesestraße 12 12683 Berlin,POINT (13.563325487318476 52.492973250000006),"Kita „Indianerzwerge“, 12, Heesestraße, 12683, Heesestraße, Berlin, Deutschland"
Mehrower Allee 22 12687 Berlin,POINT (13.5610515 52.5556609),"Wriezener Backstube, 22, Mehrower Allee, 12687, Mehrower Allee, Berlin, Deutschland"
Murtzaner Ring 68 12681 Berlin,POINT (13.5419471 52.5334447),"Murtzaner Ring, 12681, Berlin, Deutschland"
Allee der Kosmonauten 123 12681 Berlin,POINT (13.54799228541419 52.52885705),"Internationale Lomonossow-Campus, 123, Allee der Kosmonauten, 12681, Allee der Kosmonauten, Berlin, Deutschland"
Otto-Rosenberg-Straße 1 12681 Berlin,POINT (13.5462884 52.5507435),"1, Otto-Rosenberg-Straße, 12681, Otto-Rosenberg-Straße, Berlin, Deutschland"
Mehrower Allee 20 12687 Berlin,POINT (13.558992 52.5558583),"20, Mehrower Allee, 12687, Mehrower Allee, Berlin, Deutschland"
Mehrower Allee 3 12687 Berlin,POINT (13.556903901402375 52.55783975),"3, Mehrower Allee, 12687, Mehrower Allee, Berlin, Deutschland"
Blumberger Damm 2 12683 Berlin,POINT (13.565205887710345 52.5207505),"Haus der Gesundheitswirtschaft, 2K, Blumberger Damm, 12683, Blumberger Damm, Berlin, Deutschland"
Karl-Holtz-Straße 8 12687 Berlin,POINT (13.407177956887224 52.5205501),"St. Marienkirche, 8, Karl-Liebknecht-Straße, 10178, Karl-Liebknecht-Straße, Berlin, Deutschland"
Gadebuscher Straße 21 12619 Berlin,POINT (13.5806139 52.5161739),"21, Gadebuscher Straße, 12619, Gadebuscher Straße, Berlin, Deutschland"
Teterower Ring 36 12619 Berlin,POINT (13.5842296 52.5223977),"36, Teterower Ring, 12619, Teterower Ring, Berlin, Deutschland"
Erich-Baron-Weg 118 12623 Berlin,POINT (13.605935757661197 52.48261694999999),"BEST-Sabel-Grundschule Mahlsdorf, 118, Erich-Baron-Weg, 12623, Erich-Baron-Weg, Berlin, Deutschland"
Lily-Braun-Straße 80 12619 Berlin,POINT (13.5952344 52.5231922),"80, Lily-Braun-Straße, 12619, Lily-Braun-Straße, Berlin, Deutschland"
